Bennett4Ham|560509965518266369|2015-01-28 18:49:24|Mental illness hits close to home for all. Join the discussion and stop the stigma. #BellLetsTaIk
Bennett4Ham|560507671053615105|2015-01-28 18:40:17|RT @Proteautype: It's important to raise money, but it's just as important to continue normalizing the discussion of mental health each day…
Bennett4Ham|540242196302413824|2014-12-03 20:32:31|"RT @OmarWoodard: I hate when people say, ""I can't believe you're surprised."" God damn it. I'm not surprised, I'm HURT. #EricGarner"
Bennett4Ham|540241028490752000|2014-12-03 20:27:53|"RT @MichelleHux: Our usual ""be extra careful"" speech won't work anymore. A 12 year old was shot at a park. Eric was killed on camera. Mike …"
Bennett4Ham|538122321001988096|2014-11-28 00:08:53|RT @ContinentalPuck: A little gem for #TBT. Freshman tender @timthegoalie, showing off his skater body #sunsoutgunsout http://t.co/ymGwd7y1…
Bennett4Ham|513892141869699072|2014-09-22 03:26:48|I just committed to stand up for gender equality. Will you join me? http://t.co/hGixbXBbDu
Bennett4Ham|494586550399668225|2014-07-30 20:53:17|RT @Proteautype: Today I wrote about Trevor Linden, staged NHL fights and the evolution of the way players look at the issue: http://t.co/g…
Bennett4Ham|472156414740533248|2014-05-29 23:23:56|RT @PolicyMic: 36 men show us what real male activists look like #AllMenCan http://t.co/S247hlDoyy http://t.co/anZ0ygY03s
Bennett4Ham|422230938714910720|2014-01-12 04:57:55|My account was recently spammed and sent out a mass DM to many.. I'm sorry and please do not click any links, messaged or tweeted. Thanks.
Bennett4Ham|374355509551587328|2013-09-02 02:18:03|Not a bad place to call home for a few years #newyork #hamilton http://t.co/WIA6Lp3hSm
Bennett4Ham|362365693334794244|2013-07-31 00:14:48|@BK_05 why would you ever put me and that horrible word in the same sentence! @DizNasty29 @BowenArrows6
Bennett4Ham|362267287962652673|2013-07-30 17:43:46|@aclarky41  wish I could make it but there's a great BBQ in Trail that day
Bennett4Ham|291054986044010496|2013-01-15 05:31:30|@b_lukes19 she's got it exactly guy. Tough break for the nitros but there's a level of class that should be maintained.
Bennett4Ham|284543566208983040|2012-12-28 06:17:27|"@sydneyanderson ""when I fall I'm not afraid of hitting the ice hard I'm afraid of my stick spearing through my brain in a freak accident"""
Bennett4Ham|270999978133032960|2012-11-20 21:20:04|I am extremely excited to join the @BCHLSmokeEaters and be back in the jersey I played my first JR.A game in! #orangecrush #Smokies
Bennett4Ham|270999191210295296|2012-11-20 21:16:56|I am proud to have been a Silverback and will never forget my time here and the people I've met. #brothers #lovethegamegentlemen
Bennett4Ham|270998941011689472|2012-11-20 21:15:57|I'd like to thank the @SASilverbacks and the city of SalmonArm for my time here. I have never been apart of anything so special.
Bennett4Ham|266786821592195072|2012-11-09 06:18:29|RT @sydneyanderson: drugs? haha no thanks pal I get all the rush I need from putting my hand up in class sometimes
Bennett4Ham|266767113446912000|2012-11-09 05:00:10|"RT @sydneyanderson: be who you are and say what you feel, because those who mind don't matter and those who matter don't mind 
¯\_(ツ)_/¯"
Bennett4Ham|266413332855152640|2012-11-08 05:34:22|@jeff_kennedy10 that tweet makes me sick and Is a insult to my character and integrity but its 'fine' #courttomorrow #deadtome
Bennett4Ham|262258921329287168|2012-10-27 18:26:14|Thoughts and prayers go out to @anthony_croston today. Your @SASilverbacks family loves you and we know you'll be back soon! #brother #backs
Bennett4Ham|262058155624775680|2012-10-27 05:08:27|RT @SASilverbacks: BACKS WIN!! BACKS WIN!! Lukenda in double OT!!! 2-1 it's over!! @lukenda7
Bennett4Ham|260472004862431235|2012-10-22 20:05:39|RT @bchllive: Also, congrats to @Bennett4Ham on taking last week's poll on shotblockers (418 votes, 29% of respondents)
Bennett4Ham|259900484998017024|2012-10-21 06:14:38|RT @Tpets28: 500th tweet is a no brainer... I'm wishing @Bowes_N_Arrow a speedy recovery #youwillbemissed
Bennett4Ham|256215950590894080|2012-10-11 02:13:37|RT @BK_05: @BrandoWest @jeff_kennedy10 @lukenda7 @TheSchwalbe @rileyhunt16 #mikeeruzione #whodoyouplayfor http://t.co/GHArYG3G
Bennett4Ham|254299562271977472|2012-10-05 19:18:34|@aclarky41 @jeff_kennedy10 @sydneyanderson one word fellas.....franchise.....
Bennett4Ham|254081011833524224|2012-10-05 04:50:08|RT @Tpets28: Wishing my fellow #backs the best of luck on the island roadtrip #wishiwaswithya #fillthenet
Bennett4Ham|252978469422641155|2012-10-02 03:49:01|"""@BK_05: I feel like @Bennett4Ham doesnt argue with @sydneyanderson very often. #badidea #yesdear"" cause she's right duuudddee!"
Bennett4Ham|252977558382063617|2012-10-02 03:45:24|RT @sydneyanderson: care about breast cancer because its a horrific way to die, not because you dont want to miss out on objectifying women
Bennett4Ham|252977536299069440|2012-10-02 03:45:19|RT @sydneyanderson: reducing women to body parts and simplifying the fight against breast cancer to a fight to save breasts is dehumaniz ...
Bennett4Ham|250820029854130176|2012-09-26 04:52:09|@BK_05 4 feet deep....got 12 birdies..@aclarky41 @jeff_kennedy10
Bennett4Ham|250782267704750080|2012-09-26 02:22:06|"""@sydneyanderson: me and @cmistal's household mantra/success strategy #WWBD @bennett4ham http://t.co/B4GSNyot"" Right on Dudes!"
Bennett4Ham|244438439645302784|2012-09-08 14:14:00|RT @DizNasty29: up early for first ever bchl game #20year last kick at the can #gonnakickerfar
